Content_type,Router1_type_req,Router2_type_req,Router3_type_req,Router4_type_req,Router5_type_req,Router6_type_req,Router1_total_req,Router2_total_req,Router3_total_req,Router4_total_req,Router5_total_req,Router6_total_req,Request_at_allnode,Popularity
6725,1070,841,86,196,1789,744,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6726,732,532,950,24,1698,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6727,128,68,811,231,2141,1009,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6728,1488,1255,566,735,1995,35,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6729,86,43,567,127,1018,339,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6730,243,143,2,609,1443,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6731,127,68,807,229,2122,993,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6732,528,360,469,1,32,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6733,21,9,153,18,1417,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6734,1293,1058,311,435,663,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6735,774,568,1054,34,2137,41,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6736,138,74,866,258,2,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6737,1434,1200,491,643,1594,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6738,467,311,339,1682,1734,708,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6739,6,3,41,4,439,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6740,117,62,751,203,1856,790,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6741,401,259,209,1323,912,299,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6742,1580,1350,701,909,86,76,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6743,1305,1070,325,450,731,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6744,9,4,67,6,679,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6745,733,533,953,24,1711,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6746,1882,1671,1184,1625,1602,626,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
6747,5,3,36,3,383,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6748,558,384,535,2,181,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6749,783,577,1077,37,2236,46,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6750,1324,1089,349,477,851,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6751,56,27,388,69,294,121,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6752,779,573,1068,36,2195,44,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6753,1513,1281,602,780,2186,43,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6754,49,23,341,57,141,88,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6755,979,755,26,129,1034,346,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6756,4,2,24,2,266,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6757,1693,1469,875,1151,536,181,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6758,1527,1296,623,807,2299,49,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6759,151,82,936,295,93,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6760,1374,1139,411,548,1173,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6761,1305,1070,326,451,736,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6762,2,1,10,1,112,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6763,1243,1009,253,372,389,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6764,320,199,78,933,121,84,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6765,858,644,1268,64,230,107,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6766,108,56,696,179,1602,625,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6767,218,126,1290,515,1024,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6768,51,25,358,61,194,99,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6769,36,17,260,38,2255,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6770,63,31,429,81,447,158,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6771,724,525,930,22,1614,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6772,903,685,1385,85,496,170,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6773,309,190,63,883,51,69,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6774,1505,1272,590,766,2125,40,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6775,1954,1750,1308,1831,2076,956,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
6776,287,175,37,788,2219,45,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6777,1,1,6,1,67,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6778,137,74,859,255,2368,1214,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6779,901,683,1381,84,485,167,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6780,1222,988,229,347,284,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6781,259,155,11,671,1718,25,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6782,54,26,378,67,259,113,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6783,1023,796,52,159,1388,507,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6784,1016,790,47,154,1331,478,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6785,1561,1331,673,872,37,65,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6786,11,5,82,8,816,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6787,742,541,976,26,1804,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6788,96,49,630,151,1297,461,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6789,867,652,1293,68,281,118,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6790,996,771,35,140,1170,403,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6791,1058,830,77,186,1685,676,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6792,62,30,427,81,437,155,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6793,584,406,595,3,355,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6794,527,359,466,1,28,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6795,1825,1610,1089,1474,1255,441,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
6796,159,88,981,320,181,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6797,49,23,344,57,149,90,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6798,1378,1143,417,555,1203,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6799,426,278,257,1455,1211,421,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6800,13,6,98,10,957,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6801,451,298,306,1591,1525,581,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6802,49,23,341,57,142,88,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6803,479,320,362,1746,1881,807,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6804,210,121,1249,487,897,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6805,4,2,28,3,305,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6806,1501,1268,585,758,2094,39,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6807,11,5,83,8,826,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6808,450,297,304,1586,1513,574,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6809,1650,1424,808,1056,341,132,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6810,1179,946,184,299,106,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6811,1632,1405,780,1017,268,115,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6812,831,620,1200,53,103,80,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6813,156,86,966,312,150,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6814,1254,1019,265,384,442,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6815,25,12,186,23,1680,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6816,149,81,924,288,72,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6817,1542,1311,644,834,3,55,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6818,1436,1202,495,647,1613,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6819,150,82,933,293,87,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6820,4,2,24,2,259,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6821,219,127,1293,518,1035,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6822,1408,1174,456,601,1410,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6823,807,598,1140,45,21,61,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6824,633,447,710,7,750,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6825,744,543,981,27,1826,28,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6826,1624,1397,768,1000,236,108,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6827,716,518,910,20,1533,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6828,7,3,50,5,523,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6829,49,23,342,57,143,88,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6830,1454,1220,519,676,1741,25,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6831,1,1,3,1,32,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6832,213,123,1264,497,942,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6833,1028,801,55,163,1429,528,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6834,466,309,335,1672,1710,692,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6835,810,601,1147,46,29,63,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6836,500,336,407,1868,2160,1025,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
6837,401,259,210,1325,918,301,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6838,32,15,229,31,2019,36,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6839,720,521,921,21,1576,20,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6840,61,29,416,77,395,145,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6841,53,25,367,64,222,105,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6842,383,245,177,1230,706,230,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6843,479,320,364,1749,1888,813,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6844,161,89,992,326,203,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6845,751,549,999,28,1901,31,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6846,1825,1610,1088,1472,1252,440,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
6847,1,1,5,1,55,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6848,22,10,161,19,1485,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6849,497,334,401,1851,2121,993,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
6850,1355,1120,387,521,1050,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6851,1712,1489,905,1195,629,207,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
6852,93,48,611,144,1212,422,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6853,24,11,177,22,1609,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6854,1281,1047,297,419,595,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6855,1552,1321,659,854,19,60,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6856,752,550,1001,29,1912,31,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6857,903,685,1387,85,500,171,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6858,17,8,127,14,1203,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6859,400,258,208,1318,902,296,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6860,82,41,546,119,924,304,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6861,211,122,1255,491,914,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6862,18,8,136,15,1277,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6863,615,432,668,6,599,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6864,811,601,1148,46,30,63,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6865,658,468,770,10,974,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6866,1605,1377,739,961,167,93,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6867,231,135,1355,562,1235,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6868,1712,1489,905,1195,629,207,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
6869,88,45,582,133,1082,365,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6870,1497,1265,580,752,2067,38,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6871,3,2,23,2,254,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6872,316,195,72,913,92,77,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6873,830,619,1198,53,100,79,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6874,1354,1119,386,519,1040,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6875,117,62,748,202,1844,781,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6876,49,24,346,58,155,91,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6877,655,466,763,10,947,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6878,17,8,128,14,1213,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6879,1460,1227,527,687,1786,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6880,1143,912,149,263,8,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6881,395,254,198,1290,839,273,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6882,111,58,713,186,1680,673,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6883,58,28,399,73,335,130,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6884,986,762,30,133,1091,369,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6885,533,363,479,1,50,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6886,233,137,1369,572,1280,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6887,995,770,34,139,1159,398,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6888,23,10,169,20,1544,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6889,151,83,939,297,99,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6890,216,125,1280,508,993,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6891,3,1,15,2,171,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6892,124,66,788,220,2033,922,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6893,280,170,30,759,2095,39,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6894,7,4,55,5,568,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6895,1,1,1,1,2,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6896,656,466,765,10,956,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6897,1169,936,174,288,72,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6898,40,19,287,44,12,58,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6899,639,452,725,8,804,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6900,277,167,26,743,2029,36,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6901,1016,790,47,154,1331,478,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6902,246,146,4,622,1500,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6903,397,256,202,1302,865,283,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6904,702,506,877,17,1396,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6905,3,2,18,2,196,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6906,1550,1319,656,851,15,60,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6907,52,25,361,62,203,101,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6908,813,603,1154,47,37,65,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6909,1973,1770,1339,1885,2200,1060,5448787,4304350,4227702,4005980,7914636,1689532,27590987,9
6910,888,671,1346,78,402,146,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6911,302,185,54,850,15,60,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6912,1783,1565,1020,1366,1010,336,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
6913,30,14,220,30,1953,33,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6914,295,180,46,821,2357,52,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6915,1361,1126,395,530,1090,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6916,354,224,129,1091,412,149,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6917,636,449,716,8,771,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6918,62,30,425,80,430,153,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6919,160,88,987,323,192,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6920,343,216,112,1039,309,125,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6921,339,212,104,1016,266,115,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6922,605,423,643,5,514,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6923,35,16,254,36,2212,44,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6924,157,87,971,314,159,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6925,1645,1418,799,1043,317,126,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6926,1918,1710,1245,1726,1836,776,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
6927,1434,1200,491,643,1594,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6928,116,61,743,199,1821,765,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6929,730,530,946,23,1680,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6930,891,675,1356,80,424,152,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6931,1844,1630,1119,1522,1365,495,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
6932,1047,819,68,178,1590,618,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6933,712,515,902,19,1497,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6934,51,25,358,61,193,99,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6935,275,166,25,736,1999,35,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6936,43,20,305,48,47,68,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6937,98,50,639,155,1340,482,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6938,95,49,622,148,1261,444,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6939,1,1,2,1,17,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6940,339,213,106,1020,273,116,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6941,43,20,303,48,42,67,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6942,680,487,823,14,1183,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6943,208,120,1240,480,868,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6944,1758,1538,978,1303,868,284,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
6945,92,47,606,142,1189,411,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6946,392,252,194,1279,813,265,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6947,317,196,74,918,99,79,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6948,12,6,93,9,911,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6949,1706,1482,894,1180,597,198,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6950,12,5,89,9,873,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6951,10,5,74,7,744,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6952,1159,927,165,279,44,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6953,575,398,574,3,290,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6954,509,344,427,1923,2286,1137,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
6955,92,47,607,142,1193,413,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6956,127,68,805,228,2113,986,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6957,1339,1104,367,498,946,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6958,6,3,45,4,475,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6959,1562,1332,674,874,40,66,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6960,1605,1377,739,961,167,93,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6961,445,293,293,1556,1443,536,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6962,21,9,154,18,1426,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6963,1,1,3,1,27,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6964,1138,906,144,257,1,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6965,11,5,80,8,800,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6966,969,746,21,123,963,318,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6967,1426,1192,481,631,1540,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6968,566,391,554,2,234,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6969,235,138,1376,578,1304,14,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6970,1904,1695,1222,1687,1746,715,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
6971,835,624,1211,55,123,84,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6972,214,124,1270,502,963,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6973,29,13,209,28,1865,30,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6974,103,53,670,167,1479,555,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6975,753,550,1002,29,1913,31,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6976,980,756,26,129,1043,349,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6977,843,631,1231,58,158,91,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6978,787,580,1087,38,2278,48,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6979,27,13,200,26,1791,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6980,1310,1075,331,457,763,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
6981,59,28,404,74,350,134,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6982,214,124,1270,501,962,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6983,634,448,713,7,760,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6984,97,50,636,154,1326,475,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6985,1233,999,241,359,337,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6986,104,54,674,169,1498,565,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6987,284,172,33,773,2156,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6988,143,77,891,271,25,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6989,1928,1721,1262,1754,1899,820,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
6990,1518,1286,609,789,2224,45,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6991,1729,1507,932,1234,715,233,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
6992,1682,1457,856,1125,481,166,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
6993,104,54,674,169,1499,566,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6994,1170,937,175,289,75,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6995,1783,1565,1019,1365,1008,335,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
6996,182,102,1103,392,474,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6997,1859,1646,1145,1562,1458,544,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
6998,84,43,560,125,988,328,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
6999,385,246,180,1239,726,236,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7000,959,736,16,116,884,289,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7001,866,651,1290,68,276,117,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7002,726,526,934,22,1632,22,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7003,112,59,722,190,1720,699,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7004,1697,1473,880,1158,552,185,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7005,425,278,255,1450,1201,417,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7006,646,458,741,9,865,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7007,391,251,191,1270,795,259,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7008,736,535,959,25,1736,25,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7009,140,76,879,265,12,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7010,85,43,567,127,1016,339,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7011,1913,1705,1236,1711,1800,751,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
7012,9,4,67,6,680,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7013,2,1,7,1,83,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7014,483,324,373,1773,1944,854,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7015,39,18,279,42,2,55,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7016,1908,1700,1228,1698,1771,732,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
7017,659,469,771,10,980,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7018,343,215,111,1036,304,123,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7019,1,1,2,1,22,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7020,1521,1289,613,795,2248,46,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7021,1570,1340,686,890,60,70,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7022,125,66,791,222,2047,932,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7023,186,105,1121,403,524,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
